Mod:Item:MetaData, Localized Name
supercritical:fission_casing:0, Reactor Vessel
supercritical:fission_casing:1, Fuel Channel
supercritical:fission_casing:2, Control Rod Channel
supercritical:fission_casing:3, Coolant Channel
supercritical:nuclear_casing:0, Spent Fuel Casing
supercritical:nuclear_casing:1, Gas Centrifuge Heater
supercritical:gas_centrifuge_casing:0, Gas Centrifuge Column
supercritical:panelling:0, White Panelling
supercritical:panelling:1, Orange Panelling
supercritical:panelling:2, Magenta Panelling
supercritical:panelling:3, Light Blue Panelling
supercritical:panelling:4, Yellow Panelling
supercritical:panelling:5, Lime Panelling
supercritical:panelling:6, Pink Panelling
supercritical:panelling:7, Gray Panelling
supercritical:panelling:8, Light Gray Panelling
supercritical:panelling:9, Cyan Panelling
supercritical:panelling:10, Purple Panelling
supercritical:panelling:11, Blue Panelling
supercritical:panelling:12, Brown Panelling
supercritical:panelling:13, Green Panelling
supercritical:panelling:14, Red Panelling
supercritical:panelling:15, Black Panelling
techguns:basicmachine:0, Ammo Press
techguns:basicmachine:1, Metal Press
techguns:basicmachine:2, Chemical Laboratory
techguns:basicmachine:3, Turret
techguns:simplemachine:8, Camo Bench
techguns:simplemachine:9, Repair Bench
techguns:simplemachine:10, Charging Station
techguns:simplemachine:11, Blast Furnace
techguns:simplemachine2:8, Grinder
techguns:simplemachine2:9, Upgrade Bench
techguns:multiblockmachine:0, Fabricator Housing
techguns:multiblockmachine:1, Fabricator Glass
techguns:multiblockmachine:2, Fabricator Controller
techguns:multiblockmachine:3, Reaction Chamber Housing
techguns:multiblockmachine:4, Reaction Chamber Glass
techguns:multiblockmachine:5, Reaction Chamber Controller
techguns:basicore:0, Copper Ore
techguns:basicore:1, Tin Ore
techguns:basicore:2, Lead Ore
techguns:basicore:3, Titanium Ore
techguns:basicore:4, Uranium Ore
techguns:bioblob:0, Bioblob
techguns:sandbags, Sandbags
techguns:lamp0:0, Lamp (Yellow)
techguns:lamp0:6, Lamp (White)
techguns:lamp0:12, Lantern (Yellow)
techguns:lamp0:13, Lantern (White)
techguns:metalpanel:0, Red Container
techguns:metalpanel:1, Green Container
techguns:metalpanel:2, Blue Container
techguns:metalpanel:3, Yellow Container
techguns:metalpanel:4, Steel Panel
techguns:metalpanel:5, Silver Steel Panel
techguns:metalpanel:6, Carbon Panel
techguns:metalpanel:7, Dark Scaffold
techguns:nethermetal:0, Nether Metal (Plate)
techguns:nethermetal:1, Nether Metal (Grate)
techguns:nethermetal:2, Nether Metal (Small Grate)
techguns:nethermetal:3, Nether Metal (Bloody Grey)
techguns:nethermetal:4, Nether Metal (Grey)
techguns:nethermetal:5, Nether Metal (Grey Tiles)
techguns:nethermetal:6, Nether Metal (Red Pillar)
techguns:nethermetal:7, Nether Metal (Dark Pillar)
techguns:nethermetal:8, Nether Metal (Red Panel)
techguns:nethermetal:9, Nether Metal (Lava Pillar)
techguns:concrete:0, Reinforced Concrete
techguns:concrete:1, Reinforced Concrete (Light)
techguns:concrete:2, Reinforced Concrete (Grey)
techguns:concrete:3, Reinforced Concrete (Dark)
techguns:concrete:4, Reinforced Concrete (Pipes)
techguns:concrete:5, Reinforced Concrete (Steel Bars)
techguns:ladder0:8, Ladder (Metal)
techguns:ladder0:9, Ladder (Shiny)
techguns:ladder0:10, Ladder (Rusty)
techguns:ladder0:11, Ladder (Carbon)
techguns:door3x3, tile.techguns.door3x3.name
techguns:camonet:0, Camo Netting (Woodland)
techguns:camonet:1, Camo Netting (Desert)
techguns:camonet:2, Camo Netting (Snow)
techguns:camonet_top:0, Camo Netting Top (Woodland)
techguns:camonet_top:1, Camo Netting Top (Desert)
techguns:camonet_top:2, Camo Netting Top (Snow)
techguns:bunkerdoor, tile.techguns.bunkerdoor.name
techguns:stairs_metal:7, Steel Panel Stairs
techguns:stairs_metal:15, Carbon Panel Stairs
techguns:stairs_concrete:7, Reinforced Concrete Stairs (Dark)
techguns:stairs_concrete:15, Reinforced Concrete Stairs (Light)
techguns:tg_spawner:0, Monster Hole
techguns:tg_spawner:1, Military Spawn Point
techguns:neonlights:0, Double Neon Lights
techguns:neonlights:1, Double Neon Lights (Rotated)
techguns:neonlights:2, Quad Neon Lights
techguns:neonlights:3, Quad Neon Lights (Rotated)
techguns:neonlights:4, Square Neon Light
techguns:military_crate:0, Ammo Crate
techguns:military_crate:1, Weapon Crate
techguns:military_crate:2, Armor Crate
techguns:military_crate:3, Medical Crate
techguns:military_crate:4, Explosives Crate
techguns:military_crate:5, Supply Crate
techguns:military_crate:6, Supply Crate
techguns:military_crate:7, Supply Crate
techguns:military_crate:8, Supply Crate
techguns:explosive_charge:0, Mining Charge
techguns:explosive_charge:1, Advanced Mining Charge
techguns:sand_hard:0, Hardened Sand
techguns:slimy:0, Strange Glowing Eggs
techguns:slimyladder:3, Slimy Trail
techguns:orecluster:0, Ore Cluster (Coal)
techguns:orecluster:1, Ore Cluster (Common Metal)
techguns:orecluster:2, Ore Cluster (Rare Metal)
techguns:orecluster:3, Ore Cluster (Shiny Metal)
techguns:orecluster:4, Ore Cluster (Uranium)
techguns:orecluster:5, Ore Cluster (Common Gem)
techguns:orecluster:6, Ore Cluster (Shiny Gem)
techguns:orecluster:7, Ore Cluster (Nether Crystal)
techguns:orecluster:8, Ore Cluster (Oil)
techguns:oredrill:0, Ore Drill Frame
techguns:oredrill:1, Ore Drill Scaffold
techguns:oredrill:2, Ore Drill Rod
techguns:oredrill:3, Ore Drill Engine
techguns:oredrill:4, Ore Drill Controller
techguns:block_creeper_acid, Creeper Acid
techguns:itemshared:0, Stone Bullets
techguns:itemshared:1, Pistol Rounds
techguns:itemshared:2, Shotgun Rounds
techguns:itemshared:3, Rifle Rounds
techguns:itemshared:4, Sniper Rounds
techguns:itemshared:5, 40mm Grenade
techguns:itemshared:6, Advanced Rounds
techguns:itemshared:7, Rocket
techguns:itemshared:8, Rifle Rounds Stack
techguns:itemshared:9, SMG Magazine
techguns:itemshared:10, SMG Magazine (Empty)
techguns:itemshared:11, Pistol Magazine
techguns:itemshared:12, Pistol Magazine (Empty)
techguns:itemshared:13, Assault Rifle Magazine
techguns:itemshared:14, Assault Rifle Magazine (Empty)
techguns:itemshared:15, LMG Magazine
techguns:itemshared:16, LMG Magazine (Empty)
techguns:itemshared:17, Minigun Ammo Drum
techguns:itemshared:18, Minigun Ammo Drum (Empty)
techguns:itemshared:19, AS50 Magazine
techguns:itemshared:20, AS50 Magazine (Empty)
techguns:itemshared:21, Advanced Magazine
techguns:itemshared:22, Advanced Magazine (Empty)
techguns:itemshared:23, Compressed Air Tank
techguns:itemshared:24, Compressed Air Tank (Empty)
techguns:itemshared:25, Bio Tank
techguns:itemshared:26, Bio Tank (Empty)
techguns:itemshared:27, Fuel Tank
techguns:itemshared:28, Fuel Tank (Empty)
techguns:itemshared:29, Energy Cell
techguns:itemshared:30, Energy Cell (Empty)
techguns:itemshared:31, Nuclear Power Cell
techguns:itemshared:32, Nuclear Power Cell (Depleted)
techguns:itemshared:33, Iron Receiver
techguns:itemshared:34, Steel Receiver
techguns:itemshared:35, Hardened Receiver
techguns:itemshared:36, Carbon Receiver
techguns:itemshared:37, Stone Barrel
techguns:itemshared:38, Iron Barrel
techguns:itemshared:39, Hardened Barrel
techguns:itemshared:40, Carbon Barrel
techguns:itemshared:41, Laser Barrel
techguns:itemshared:42, Wooden Gun Stock
techguns:itemshared:43, Plastic Gun Stock
techguns:itemshared:44, Carbon Gun Stock
techguns:itemshared:45, Steam Armor Plating
techguns:itemshared:46, Iron Plate
techguns:itemshared:47, Copper Plate
techguns:itemshared:48, Tin Plate
techguns:itemshared:49, Bronze Plate
techguns:itemshared:50, Steel Plate
techguns:itemshared:51, Obsidian Steel Plate
techguns:itemshared:52, Lead Plate
techguns:itemshared:53, Carbon Plate
techguns:itemshared:54, Titanium Plate
techguns:itemshared:55, Plastic Sheet
techguns:itemshared:56, Rubber Bar
techguns:itemshared:57, Mechanical Parts (Iron)
techguns:itemshared:58, Mechanical Parts (Hardened)
techguns:itemshared:59, Mechanical Parts (Carbon)
techguns:itemshared:60, Heavy Cloth
techguns:itemshared:61, Bio Mass
techguns:itemshared:62, Copper Wire
techguns:itemshared:63, Gold Wire
techguns:itemshared:64, Carbon Fibers
techguns:itemshared:65, Circuit Board
techguns:itemshared:66, Elite Circuit Board
techguns:itemshared:67, Power Armor Plating
techguns:itemshared:68, Coil
techguns:itemshared:69, Cybernetic Parts
techguns:itemshared:70, Electric Engine
techguns:itemshared:71, Laser Focus
techguns:itemshared:72, Pump Mechanism
techguns:itemshared:73, Rad Emitter
techguns:itemshared:74, Sonic Emitter
techguns:itemshared:75, TGX
techguns:itemshared:76, Nether Charge
techguns:itemshared:77, Treated Leather
techguns:itemshared:78, Titanium Ore
techguns:itemshared:79, Copper Ingot
techguns:itemshared:80, Tin Ingot
techguns:itemshared:81, Bronze Ingot
techguns:itemshared:82, Lead Ingot
techguns:itemshared:83, Steel Ingot
techguns:itemshared:84, Obsidian Steel Ingot
techguns:itemshared:85, Titanium Ingot
techguns:itemshared:86, Copper Nugget
techguns:itemshared:87, Lead Nugget
techguns:itemshared:88, Steel Nugget
techguns:itemshared:89, Gas Mask Filter
techguns:itemshared:90, Glider Backpack
techguns:itemshared:91, Glider Wing
techguns:itemshared:92, Anti Gravity Core
techguns:itemshared:93, Oxygen Mask
techguns:itemshared:94, Machine Upgrade (Stack Operation)
techguns:itemshared:95, Raw Rubber
techguns:itemshared:96, Raw Plastic
techguns:itemshared:97, Yellowcake
techguns:itemshared:98, Enriched Uranium
techguns:itemshared:99, Turret Armor (Iron)
techguns:itemshared:100, Turret Armor (Steel)
techguns:itemshared:101, Turret Armor (Obsidian Steel)
techguns:itemshared:102, Turret Armor (Carbon)
techguns:itemshared:103, Quartz Rod
techguns:itemshared:104, Reaction Chamber Heatray Focus
techguns:itemshared:105, Reaction Chamber UV Emitter
techguns:itemshared:106, §6Shotgun Rounds (Incediary)
techguns:itemshared:107, §6AS50 Magazine (Incediary)
techguns:itemshared:108, §6Sniper Rounds (Incediary)
techguns:itemshared:109, §6Pistol Rounds (Incediary)
techguns:itemshared:110, §6Rifle Rounds (Incediary)
techguns:itemshared:111, §6Rifle Rounds Stack (Incediary)
techguns:itemshared:112, §6SMG Magazine (Incediary)
techguns:itemshared:113, §6Pistol Magazine (Incediary)
techguns:itemshared:114, §6Minigun Ammo Drum (Incediary)
techguns:itemshared:115, §6Assault Rifle Magazine (Incendiary)
techguns:itemshared:116, §6LMG Magazine (Incendiary)
techguns:itemshared:117, Rocket (Tactical Nuke)
techguns:itemshared:118, Small Nuclear Warhead
techguns:itemshared:119, Mining Drill (Obsidian)
techguns:itemshared:120, Mining Drill (Carbon)
techguns:itemshared:121, Powerhammer Head (Obsidian)
techguns:itemshared:122, Powerhammer Head (Carbon)
techguns:itemshared:123, Chainsaw Blades (Obsidian)
techguns:itemshared:124, Chainsaw Blades (Carbon)
techguns:itemshared:125, Redstone Battery
techguns:itemshared:126, Redstone Battery (Empty)
techguns:itemshared:127, Gauss Rifle Slugs
techguns:itemshared:128, Gauss Rifle Barrel
techguns:itemshared:129, Shielded Titanium Barrel
techguns:itemshared:130, Titanium Receiver
techguns:itemshared:131, Plasma Generator
techguns:itemshared:132, Working Gloves
techguns:itemshared:133, Protective Fiber
techguns:itemshared:134, Small Ore Drill (Steel)
techguns:itemshared:135, Small Ore Drill (Obsidian Steel)
techguns:itemshared:136, Small Ore Drill (Carbon)
techguns:itemshared:137, Small Ore Drill (Steel)
techguns:itemshared:138, Medium Ore Drill (Obsidian Steel)
techguns:itemshared:139, Medium Ore Drill (Carbon)
techguns:itemshared:140, Large Ore Drill (Steel)
techguns:itemshared:141, Large Ore Drill (Obsidian Steel)
techguns:itemshared:142, Large Ore Drill (Carbon)
techguns:itemshared:143, §4AS50 Magazine (Explosive)
techguns:itemshared:144, §4Sniper Rounds (Explosive)
techguns:itemshared:145, §eRocket (High Velocity)
techguns:itemshared:146, Infusion Bag
techguns:itemshared:147, Armor Upgrade: Protection I
techguns:itemshared:148, Armor Upgrade: Projectile Protection I
techguns:itemshared:149, Armor Upgrade: Blast Protection I
techguns:itemshared:150, Armor Upgrade: Protection II
techguns:itemshared:151, Armor Upgrade: Projectile Protection II
techguns:itemshared:152, Armor Upgrade: Blast Protection II
techguns:itemshared:153, Armor Upgrade: Protection III
techguns:itemshared:154, Armor Upgrade: Projectile Protection III
techguns:itemshared:155, Armor Upgrade: Blast Protection III
techguns:itemshared:156, Praetor Armor Plating
techguns:itemshared:157, MK2 Power Armor Plating
techguns:itemshared:158, Reinforced Electric Engine
techguns:itemshared:159, Hell Ingot
techguns:itemshared:160, UV Element
techguns:itemshared:161, item.techguns.nethercharge_empty.name
techguns:itemshared:162, Machine Upgrade (Template)
techguns:itemshared:163, Machine Upgrade (Steam Processing)
techguns:itemshared:164, Cyberdemon Flesh
techguns:itemshared:165, Blueprints (Cybernetic Parts)
techguns:itemshared:166, Cybernetic Wiring
techguns:radaway, RadAway
techguns:radpills, Anti-RAD Pills
techguns:gasmask, Gas Mask
techguns:glider, Glider
techguns:jumppack, Jumppack
techguns:scubatanks, Oxygen Tanks
techguns:nightvisiongoggles, Nightvision Goggles
techguns:jetpack, Jetpack
techguns:tacticalmask, Tactical Mask
techguns:antigravpack, Anti Gravity Device
techguns:item_door3x3:0, Techdoor
techguns:item_door3x3:1, Hangar Door (Up)
techguns:item_door3x3:2, Hangar Door (Down)
techguns:item_door3x3:3, Techdoor (Nether)
techguns:item_bunkerdoor, Bunker Door
techguns:combatknife, Combat Knife
techguns:crowbar, Crowbar
techguns:t1_combat_helmet, item.t1_combat_helmet.name
techguns:t1_combat_chestplate, item.t1_combat_chestplate.name
techguns:t1_combat_leggings, item.t1_combat_leggings.name
techguns:t1_combat_boots, item.t1_combat_boots.name
techguns:t1_scout_helmet, item.t1_scout_helmet.name
techguns:t1_scout_chestplate, item.t1_scout_chestplate.name
techguns:t1_scout_leggings, item.t1_scout_leggings.name
techguns:t1_scout_boots, item.t1_scout_boots.name
techguns:t1_miner_helmet, item.t1_miner_helmet.name
techguns:t1_miner_chestplate, item.t1_miner_chestplate.name
techguns:t1_miner_leggings, item.t1_miner_leggings.name
techguns:t1_miner_boots, item.t1_miner_boots.name
techguns:steam_helmet, item.steam_helmet.name
techguns:steam_chestplate, item.steam_chestplate.name
techguns:steam_leggings, item.steam_leggings.name
techguns:steam_boots, item.steam_boots.name
techguns:hazmat_helmet, item.hazmat_helmet.name
techguns:hazmat_chestplate, item.hazmat_chestplate.name
techguns:hazmat_leggings, item.hazmat_leggings.name
techguns:hazmat_boots, item.hazmat_boots.name
techguns:t2_combat_helmet, item.t2_combat_helmet.name
techguns:t2_combat_chestplate, item.t2_combat_chestplate.name
techguns:t2_combat_leggings, item.t2_combat_leggings.name
techguns:t2_combat_boots, item.t2_combat_boots.name
techguns:t2_commando_helmet, item.t2_commando_helmet.name
techguns:t2_commando_chestplate, item.t2_commando_chestplate.name
techguns:t2_commando_leggings, item.t2_commando_leggings.name
techguns:t2_commando_boots, item.t2_commando_boots.name
techguns:t2_riot_helmet, item.t2_riot_helmet.name
techguns:t2_riot_chestplate, item.t2_riot_chestplate.name
techguns:t2_riot_leggings, item.t2_riot_leggings.name
techguns:t2_riot_boots, item.t2_riot_boots.name
techguns:t3_combat_helmet, item.t3_combat_helmet.name
techguns:t3_combat_chestplate, item.t3_combat_chestplate.name
techguns:t3_combat_leggings, item.t3_combat_leggings.name
techguns:t3_combat_boots, item.t3_combat_boots.name
techguns:t3_power_helmet, item.t3_power_helmet.name
techguns:t3_power_chestplate, item.t3_power_chestplate.name
techguns:t3_power_leggings, item.t3_power_leggings.name
techguns:t3_power_boots, item.t3_power_boots.name
techguns:t3_miner_helmet, item.t3_miner_helmet.name
techguns:t3_miner_chestplate, item.t3_miner_chestplate.name
techguns:t3_miner_leggings, item.t3_miner_leggings.name
techguns:t3_miner_boots, item.t3_miner_boots.name
techguns:t3_exo_helmet, item.t3_exo_helmet.name
techguns:t3_exo_chestplate, item.t3_exo_chestplate.name
techguns:t3_exo_leggings, item.t3_exo_leggings.name
techguns:t3_exo_boots, item.t3_exo_boots.name
techguns:t2_beret, item.t2_beret.name
techguns:t4_praetor_helmet, item.t4_praetor_helmet.name
techguns:t4_praetor_chestplate, item.t4_praetor_chestplate.name
techguns:t4_praetor_leggings, item.t4_praetor_leggings.name
techguns:t4_praetor_boots, item.t4_praetor_boots.name
techguns:t4_power_helmet, item.t4_power_helmet.name
techguns:t4_power_chestplate, item.t4_power_chestplate.name
techguns:t4_power_leggings, item.t4_power_leggings.name
techguns:t4_power_boots, item.t4_power_boots.name
techguns:riot_shield, Riot Shield
techguns:ballistic_shield, Ballistic Shield
techguns:advanced_shield, Advanced Shield
techguns:handcannon, Hand Cannon
techguns:sawedoff, Double Barrel Shotgun
techguns:revolver, Revolver
techguns:goldenrevolver, Golden Revolver
techguns:thompson, Thompson SMG
techguns:ak47, AKM
techguns:boltaction, Bolt Action Rifle
techguns:m4, M4 Assault Rifle
techguns:m4_infiltrator, The Infiltrator
techguns:pistol, Pistol
techguns:combatshotgun, Combat Shotgun
techguns:mac10, Mac 10
techguns:flamethrower, Flamethrower
techguns:rocketlauncher, Rocket Launcher
techguns:grimreaper, Grim Reaper
techguns:grenadelauncher, Grenade Launcher
techguns:aug, AUG
